0	0.499930	0.010484
1	0.371107	0.008674
2	0.288337	0.008272
3	0.226233	0.007591
4	0.178069	0.007474
5	0.137439	0.007346
6	0.104690	0.007179
7	0.086917	0.007410
8	0.063345	0.006879
9	0.046015	0.007166
10	0.037628	0.007144
11	0.033368	0.007007
12	0.019866	0.007176
13	-0.003142	0.007120
14	0.013073	0.007111
